auth_code,subreq_id,aua,sa,asa,ver,tid,license_id,req_datetime,tkn_used_flag,tkn_type,pid_ts,pid_ver,pi_uses_flag,pa_uses_flag,pfa_uses_flag,bio_uses_flag,bt_fmr_uses_flag,bt_fir_uses_flag,bt_iir_uses_flag,pin_uses_flag,otp_uses_flag,pi_used_flag,pa_used_flag,pfa_used_flag,bio_used_flag,bt_fmr_used_flag,bt_fir_used_flag,bt_iir_used_flag,pin_used_flag,otp_used_flag,otp_identifier,lang,pi_name_used_flag,pi_ms,pi_mv,pi_match_score,pi_lname_used_flag,pi_lname_ms,pi_lname_mv,pi_lname_match_score,pi_phone_used_flag,pi_email_used_flag,pi_gender_used_flag,pi_gender,pi_dob_used_flag,pi_dob,pi_dobt_used_flag,pi_dobt,pi_age_used_flag,pi_age,pfa_addr_used_flag,pfa_addr_ms,pfa_addr_mv,pfa_match_score,pfa_laddr_used_flag,pfa_laddr_ms,pfa_laddr_mv,pfa_laddr_match_score,pa_ms,pa_co_used_flag,pa_house_used_flag,pa_street_used_flag,pa_lm_used_flag,pa_loc_used_flag,pa_vtc_used_flag,pa_vtc,pa_po_used_flag,pa_po,pa_subdist_used_flag,pa_subdist,pa_dist_used_flag,pa_dist,pa_state_used_flag,pa_state,pa_pc_used_flag,pa_pc,fmr_count,fir_count,iir_count,finger_match_score,uidai_tfmr,aua_tfmr,finger_match_threshold,fmr_gall_type,fmr_gall_vendor,fmr_sdk_vendor,fmr_sdk_version,fir_gall_type,fir_gall_vendor,fir_sdk_vendor,fir_sdk_version,iir_gall_type,iir_gall_vendor,iir_sdk_vendor,iir_sdk_version,auth_result,error_code,error_classfn,resp_datetime,auth_duration,fdc,idc,udc,locn_lat,locn_lng,locn_vtc_code,locn_subdist_code,locn_dist_code, locn_state_code,locn_pc, enr_ref_id,res_gender,res_birth_day,res_birth_month,res_birth_year,res_dob,res_dobt,res_age,res_pincode,res_vtc_code,res_vtc_name,res_po_name,res_subdist_code,res_subdist_name,res_dist_code,res_dist_name,res_state_code,res_state_name,uid_gen_date,txn,auth_type,hash_uid,locn_alt,lot,bfd_done_flag,finger_matching_type,finger_fusion_perfomed,iris_match_score,iris_threshold,iris_matching_type,iris_fusion_perfomed,auth_xml_size,pid_size,data_type,skey_scheme,ssk_type,ki,kyc_flag
46482179810c44baa1f96303f9af8a0c,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:19,0,,2015-06-03T00:02:22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:19,611,NC,NA,UIDAI:SampleClient,,,,,,,560103,5898b3b5-fff7-466c-bc84-f9c83ec7f05d,M,15,7,1985,7/15/1985,D,29,110045,7.08047E+12,Palam Village S.O,,,,708,South West Delhi,7,Delhi,2012-12-07T07:34:22,TU:PFA:2015-06-03T00:02:22,D,NA,,P,0,,0,,,,0,4350,205,X,N,,,0,
7bf66ed81d814c5fa32bc8e4ab51d554,1,360000,360000,500,1.6,public,0000360000:2,2015-06-03T00:03:21,0,,2015-06-03T00:06:55,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,E,100,0,0,,,,0,0,1,F,1,2001,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,100,,2015-06-03T00:03:21,307,NC,NA,UIDAI:SampleClient,,,,,,,560103,42072011-7de1-40ef-9096-df38317a4b66,F,19,9,2001,9/19/2001,D,13,638001,3.31006E+13,Erode,,,,3310,Erode,33,Tamil Nadu,2011-12-11T10:31:22,AU363495:0000360000:20150603120655604,D,NA,,P,0,,0,,,,0,4618,265,X,S,I,c84d3855-3948-4211-b500-8cf78b8d57bf,0,
7ad8727176e04e41a58ec104f4fa67ce,1,650000,ATTWEB,1800,1.6,public,0000650000:0,2015-06-03T00:03:24,0,,2015-06-03T00:04:07,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,100,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:24,147,NC,NA,200,,,,,,,110011,29fa9a96-dca2-4e85-860c-15cd163c24d4,M,23,10,1990,10/23/1990,D,24,124506,59506,Mandothi(53),Mandothi,353,Bahadurgarh,69,Jhajjar,6,Haryana,2013-10-12T16:11:56,AuthDemoClient:UIDAI:20130730113146712,F,NA,,P,0,SUT,0,,,,0,5197,493,X,N,,,0,
87a59ef1e0b24337bad67ec9bf3f7f81,1,360000,360000,500,1.6,public,0000360000:2,2015-06-03T00:03:25,0,,2015-06-03T00:06:59,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,E,100,100,0,,,,0,0,1,M,1,10/8/1971,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:03:25,388,NC,NA,UIDAI:SampleClient,,,,,,,560103,d0d58da0-553c-4b1d-af79-4c9a00b47226,M,8,10,1971,10/8/1971,D,43,834001,20-2014-932D4CAFBB8CAB332EEE4BA944FE6EF1,KOKAR,,,,2014,Ranchi,20,Jharkhand,2011-12-14T09:14:41,AU359263:0000360000:20150603120659839,D,NA,,P,0,,0,,,,0,4618,262,X,S,I,7c0c8bc5-dec0-499b-a3e8-99cfb2c3a147,0,
45e8dd8952054aaea24d398ca0a16c2b,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:28,0,,2015-06-03T00:02:31,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:29,559,NC,NA,UIDAI:SampleClient,,,,,,,560103,964127d6-f122-494d-b0e4-dbd72265e11a,M,14,5,1968,5/14/1968,D,47,400703,2721A166666666,Vashi,Vashi,2721A1,Navi Mumbai,2721,Thane,27,Maharashtra,2012-07-06T02:33:13,TU:PFA:2015-06-03T00:02:31,D,NA,,P,0,,0,,,,0,4350,207,X,N,,,0,
fed494c245e841aebf11325f2e1272e0,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:30,0,,2015-06-03T00:02:34,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:31,487,NC,NA,UIDAI:SampleClient,,,,,,,560103,f1dde0c6-61d3-4e8b-b72b-fab7fc34e617,M,3,9,1989,9/3/1989,V,25,440016,27-2709-E254A894F18836933DA8936938993DB9,NILDOH,Indl.Area Nagpur,,,2709,Nagpur,27,Maharashtra,2012-05-14T19:35:57,TU:PFA:2015-06-03T00:02:34,D,NA,,P,0,,0,,,,0,4414,242,X,N,,,0,
9b16137361ca47f3a88d2f2254fd21d4,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:03:32,0,,2015-06-03T00:02:30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,1,,,,,,,,,,,,,NATIVE,L1,L1,QSSEngine2.0.27,y,,,2015-06-03T00:03:33,551,NA,NC,DA0060,,,,,,,462026,a0c81a9a-4810-4ffd-a7da-50af9c72e3e3,M,15,7,1985,7/15/1985,V,29,466445,490373,Budni,Budhni T.n.,3356,Budni,439,Sehore,23,Madhya Pradesh,2012-10-02T04:45:46,SUBAUAMBE1433269955995,I,NA,,P,0,,0,80.52999494,42,SUT,0,7678,2274,X,N,,,0,
dc55bdf984664db5ab08fef4cb96af8f,1,270000,NSDLSA0011,1100,1.6,public,0000270000:4,2015-06-03T00:03:35,0,,2015-06-03T00:02:38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,100,100,0,,,,0,0,1,M,1,6/2/1992,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:03:36,792,NC,NA,8800299,,,,,,,400013,45dae2d8-9ec6-4ccd-b96f-da2dd9e3a2ca,M,2,6,1992,6/2/1992,V,23,303313,08-0811-E090E0DF9FD7E30FA43E4A8CB4B7E92F,Bandikui,Bandikui,,,811,Dausa,8,Rajasthan,2012-01-21T07:37:59,3.36996E+15,D,NA,,P,0,,0,,,,0,4422,258,X,N,,,0,
de4f880f8b994ae590d4ff760b3da277,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:35,0,,2015-06-03T00:02:38,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,60,66,0,,,,0,0,1,M,1,1972,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:03:36,575,NC,NA,UIDAI:SampleClient,,,,,,,560103,ae4067e2-ffcb-4646-9b6f-e97e7b6cdfd8,M,22,3,1972,3/22/1972,D,43,560062,600297,Doddakallasandra,Doddakallasandra,5199,Bangalore South,538,Bangalore,29,Karnataka,2013-06-29T20:38:31,TU:POI:2015-06-03T00:02:38,D,NA,,P,0,,0,,,,0,4326,177,X,N,,,0,
8942aeb0c7974af6b24d107b8363d161,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:37,0,,2015-06-03T00:02:40,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:37,328,NC,NA,UIDAI:SampleClient,,,,,,,560103,05272a2f-eede-4261-b5ce-ed7f83e28709,F,20,5,1953,5/20/1953,D,62,500035,2.80616E+13,Saroornagar,,,,2806,Rangareddi,28,Andhra Pradesh,2011-12-09T16:42:50,TU:PFA:2015-06-03T00:02:40,D,NA,,P,0,,0,,,,0,4434,269,X,N,,,0,
8c32fe42a50e4b38a94bddb076591d6c,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:03:40,0,,2015-06-03T00:00:51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,67,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:40,362,NC,NA,DA0187,,,,,,,462026,d91b2411-6f79-4ec9-af6d-efca041b46e5,M,10,8,1990,8/10/1990,V,24,458556,2.31902E+13,Magrana,Magrana,,,2319,Mandsaur,23,Madhya Pradesh,2012-07-08T22:53:57,SUBAUAMBE1433269963227,F,NA,,P,0,SUT,0,,,,0,5544,678,X,N,,,0,
122fc56f62ff4685944ddb5e00c7f0bf,1,650000,ATTWEB,1800,1.6,public,0000650000:0,2015-06-03T00:03:40,0,,2015-06-03T00:02:46,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,7,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,n,300,,2015-06-03T00:03:40,564,NC,NA,23556,,,,,,,110011,c898e4a1-1142-4969-b917-9d10c881a117,M,29,4,1979,4/29/1979,D,36,766012,399725,Nunmath,Nunmath,2852,Kesinga,370,Kalahandi,21,Odisha,2015-05-06T06:22:26,AuthDemoClient:UIDAI:20130730113146712,F,NA,,P,0,SUT,0,,,,0,5261,537,X,N,,,0,
49d9e2c617144aae80bdbdd80a43a1ca,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:03:42,0,,2015-06-03T00:00:40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,45,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:42,547,NC,NA,DA0079,,,,,,,462026,2ccfaf9d-1109-48ba-a24c-c4e6ff350aa8,M,26,6,1956,6/26/1956,D,58,466001,491109,Sehore,Sehore,3359,Ashta,439,Sehore,23,Madhya Pradesh,2012-11-24T05:49:15,SUBAUAMBE1433269965522,F,NA,,P,0,SUT,0,,,,0,5672,782,X,N,,,0,
ebf77c00d7474756b1b247fc6f9d2066,1,270000,NSDLSA0011,1100,1.6,public,0000270000:4,2015-06-03T00:03:43,0,,2015-06-03T00:02:47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,100,100,0,,,,0,0,1,M,1,3/20/1978,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:03:44,823,NC,NA,8800299,,,,,,,400013,391f5990-ff5e-4a0f-869c-fdc338e371ff,M,20,3,1978,3/20/1978,D,37,403802,3.00202E+13,Vasco-Da-Gama S.O,Goa-Panaji,,,3002,South Goa,30,Goa,2012-03-19T02:47:00,3.36997E+15,D,NA,,P,0,,0,,,,0,4442,272,X,N,,,0,
3c36b745a61e4e8892f3980bc1ea6203,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:45,0,,2015-06-03T00:02:48,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,60,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:46,289,NC,NA,UIDAI:SampleClient,,,,,,,560103,244451f7-52fe-4690-b055-04336d1cbc6d,M,29,11,1977,11/29/1977,D,37,620025,3.31508E+13,Tiruchirappalli,Hapf Township,,,3315,Tiruchirappalli,33,Tamil Nadu,2012-11-11T02:34:46,TU:PFA:2015-06-03T00:02:48,D,NA,,P,0,,0,,,,0,4350,199,X,N,,,0,
670e89a82a1b49aa89679ce6edb0a119,1,360000,360000,500,1.6,public,0000360000:2,2015-06-03T00:03:48,0,,2015-06-03T00:07:22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,E,100,0,0,,,,0,0,1,M,1,1997,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,998,INVALID_UID,2015-06-03T00:03:48,93,NC,NA,UIDAI:SampleClient,,,,,,,560103,,,,,,,,,,,,,,,,,,,,AU363497:0000360000:20150603120722948,D,NA,,P,,,0,,,,0,4618,260,X,S,I,aca244a4-6db0-4515-9c30-f33eab79a435,0,A201
3427a7cf83b247fabd1cf661bf41de25,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:51,0,,2015-06-03T00:02:54,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:03:51,493,NC,NA,UIDAI:SampleClient,,,,,,,560103,3162a484-ce8f-4697-92e1-8c8fb418e35b,M,25,1,1983,1/25/1983,D,32,110025,660349,Jamia Nagar,New Friends Colony,5815,Defence Colony,88,South Delhi,7,Delhi,2014-03-06T05:37:56,TU:PFA:2015-06-03T00:02:54,D,NA,,P,0,,0,,,,0,4414,249,X,N,,,0,
6d4fadc4ac0c4d3890202dec43d5e3c5,1,140000,140000,500,1.6,public,0000140000:18,2015-06-03T00:03:53,0,,2015-06-03T00:03:31,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,68,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:54,94,NC,NC,PB090119002,,,,,,,502371,500f97ca-3d9c-4872-99c3-dfab923a5d1b,M,1,1,1992,1/1/1992,A,23,502371,584745,Kalher,Kalher,4746,Kalher,527,Medak,28,Andhra Pradesh,2013-12-03T23:54:39,2.01506E+16,F,NA,,P,0,SLT,0,,,,0,4083,319,X,N,,,0,
7cdfd553df1d47a8b81e55f02e939748,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:03:56,0,,2015-06-03T00:02:58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,62,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:56,191,NC,NA,DA0112,,,,,,,462026,458983a7-81b0-4a22-978f-28e5e8b84842,M,4,7,1962,7/4/1962,D,52,462022,2.33203E+13,Huzur,Bhel,233202,Huzur,2332,Bhopal,23,Madhya Pradesh,2013-01-06T11:34:46,SUBAUAMBE1433269977246,F,NA,,P,0,SUT,0,,,,0,5693,790,X,N,,,0,
4aaf40cc063140589536ba16c5737f6c,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:03:57,0,,2015-06-03T00:02:03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,90,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:03:58,444,NC,NA,DA0302,,,,,,,462026,c5cd927f-5ee0-453d-a109-12da1ec53b92,M,15,3,1980,3/15/1980,D,35,482003,2.33902E+13,Tilwara,Garha,233902,Patan,2339,Jabalpur,23,Madhya Pradesh,2012-12-31T18:14:30,SUBAUAMBE1433269978728,F,NA,,P,0,SUT,0,,,,0,5309,510,X,N,,,0,
e46709fd8552491b9ae77216d50c2b3f,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:03:59,0,,2015-06-03T00:03:01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,60,100,0,,,,0,0,1,M,1,1968,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:03:59,365,NC,NA,UIDAI:SampleClient,,,,,,,560103,0467a21c-9d65-421a-af16-9325cbf67ea6,M,20,10,1968,10/20/1968,D,46,302021,659041,Jaipur,Vaishali Nagar,5720,Jaipur,107,Jaipur,8,Rajasthan,2013-09-27T03:25:42,TU:POI:2015-06-03T00:03:01,D,NA,,P,0,,0,,,,0,4326,183,X,N,,,0,
f5a2f7434e9b42fa9f70dbc24dd49f96,1,140000,140000,500,1.6,public,0000140000:18,2015-06-03T00:04:02,0,,2015-06-03T00:02:45,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,65,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:04:02,308,NC,NC,PB100205004,,,,,,,508218,514c42b5-8791-4da7-970b-bd20499c240f,M,1,1,1960,1/1/1960,A,55,508218,586547,Dirsencherla,Dirsencharla,4822,Neredcherla,528,Nalgonda,28,Andhra Pradesh,2013-12-31T14:27:14,2.01506E+16,F,NA,,P,0,SLT,0,,,,0,4467,596,X,N,,,0,
578940aa079849d7ab11655480a0e728,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:04:04,0,,2015-06-03T00:15:02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,38,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,n,300,,2015-06-03T00:04:05,1090,NC,NA,DA0080,,,,,,,462026,92b21b66-7630-4b03-889d-f65f71980847,M,1,1,1961,1/1/1961,A,54,462001,23-2332-81EDB8F8D8A30BB97002AD1067C99169,Bhopal,Bhopal G.P.O.,2332NN,For New VTC,2332,Bhopal,23,Madhya Pradesh,2013-03-16T04:01:26,SUBAUAMBE1433269987402,F,NA,,P,0,SUT,0,,,,0,5820,886,X,N,,,0,
9ec584ddbea94a5286955eb9cc3167e5,1,340000,SERVICEMON,1200,1.6,public,0000340000:6,2015-06-03T00:04:05,0,,2015-06-03T00:04:05,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,23,1,P,1,100,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,400,,2015-06-03T00:04:06,465,NC,NC,AUTHMON-Prod-GNDC,,,,,,,560103,df56b62e-7ce5-4703-8284-a5641810485a,M,29,11,1984,11/29/1984,V,30,305624,8.2105E+12,Baral,Bijainagar,82105,Masuda,821,Ajmer,8,Rajasthan,2013-02-09T04:06:05,UASMON:0000340000:20150603120405594,DO,NA,,P,1,,0,,,,0,4028,260,X,N,,,0,
0cde83a6270243fbbee78d25ef74114a,1,340000,SERVICEMON,1200,1.6,public,0000340000:6,2015-06-03T00:04:06,0,,2015-06-03T00:04:06,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,,23,1,P,1,100,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,16,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,n,300,,2015-06-03T00:04:06,360,NC,NC,AUTHMON-Prod-GNDC,,,,,,,560103,df56b62e-7ce5-4703-8284-a5641810485a,M,29,11,1984,11/29/1984,V,30,305624,8.2105E+12,Baral,Bijainagar,82105,Masuda,821,Ajmer,8,Rajasthan,2013-02-09T04:06:05,UASMON:0000340000:20150603120406521,DF,NA,,P,1,SUT,0,,,,0,4715,780,X,N,,,0,
3a8ccb7c09cb4663afed604d5d6a25d2,1,340000,SERVICEMON,1200,1.6,public,,2015-06-03T00:04:07,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,566,,2015-06-03T00:04:07,31,NC,NC,AUTHMON-PRODBDC-01,,,,,,,560103,,,,,,,,,,,,,,,,,,,,UASMON:0000340000:20150603120407833,,NA,,P,,,0,,,,0,4003,0,X,,,,0,
e8d580294b0f4249819e36a3468c0d6b,1,270000,NSDLSA0011,1100,1.6,public,0000270000:4,2015-06-03T00:04:07,0,,2015-06-03T00:03:11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,100,0,0,,,,0,0,1,F,1,1/1/1942,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,100,,2015-06-03T00:04:08,350,NC,NA,8800299,,,,,,,400013,980249f4-d5af-4db1-b327-cc4da4c2c8db,F,1,1,1942,1/1/1942,A,73,388325,2.41504E+13,Valasan,Karamsad,241504,Anand,2415,Anand,24,Gujarat,2012-09-02T01:37:36,3.36999E+15,D,NA,,P,0,,0,,,,0,4442,273,X,N,,,0,
7a019204b5fa418baa728392f7ad3cf0,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:04:08,0,,2015-06-03T00:03:11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,60,66,0,,,,0,0,1,M,1,1986,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:04:09,462,NC,NA,UIDAI:SampleClient,,,,,,,560103,a0043877-4ec1-480d-8997-95311792709a,M,18,12,1986,12/18/1986,D,28,400708,656143,Navi Mumbai,Airoli,4024,Thane,510,Thane,27,Maharashtra,2013-02-05T00:46:36,TU:POI:2015-06-03T00:03:11,D,NA,,P,0,,0,,,,0,4326,179,X,N,,,0,
734d92ce9e7c4f51a9165c1521a68065,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:04:09,0,,2015-06-03T00:03:13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,68,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:04:10,556,NC,NA,UIDAI:SampleClient,,,,,,,560103,4cc96ca3-67f1-434d-a2d8-ff3608041867,M,17,5,1956,5/17/1956,D,59,575014,609318,Mangalore,Surathkal,5253,Mangalore,548,Dakshina Kannada,29,Karnataka,2013-05-22T23:53:04,TU:PFA:2015-06-03T00:03:13,D,NA,,P,0,,0,,,,0,4414,241,X,N,,,0,
d6ca09ce78b74cf8822c49b51435b47a,1,340000,SERVICEMON,1200,1.6,public,0000340000:6,2015-06-03T00:04:10,0,,2015-06-03T00:04:10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,1,0,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,998,UID_NOT_FOUND,2015-06-03T00:04:10,285,NC,NC,AUTHMON-Prod-GNDC,,,,,,,560103,,,,,,,,,,,,,,,,,,,,UASMON:0000340000:20150603120410633,D,NA,,P,,,0,,,,0,4008,242,X,N,,,0,A202
2f566aae3f9043d181aba4b744a79b44,1,650000,ATTWEB,1800,1.6,public,0000650000:0,2015-06-03T00:04:13,0,,2015-06-03T00:01:11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,1,,,,,,,,,,,,,NATIVE,L1,L1,QSSEngine2.0.27,y,,,2015-06-03T00:04:13,218,NA,NC,19194,,,,,,,110011,f27f10dc-392a-446f-aa64-5488646954dc,M,6,7,1976,7/6/1976,V,38,175040,2.0505E+12,Ludhiana (120),Pehad,,,205,Mandi,2,Himachal Pradesh,2012-04-21T17:26:22,AuthDemoClient:UIDAI:20130730113146712,I,NA,,P,0,,0,99.20391835,42,SUT,0,9357,3602,X,N,,,0,
